"organismofinterest","date_qrt","onset","n_inc","n_adm","inc"
"Enterobacter cloacae","2021 Q2","Hospital-onset",153,122643,1.24752329933221
"Enterobacter cloacae","2021 Q2","Post discharge",143,122643,1.16598582878762
"Enterobacter cloacae","2021 Q3","Community-onset",456,121660,3.74815058359362
"Enterobacter cloacae","2021 Q3","Hospital-onset",187,121660,1.5370705244123
"Enterobacter cloacae","2021 Q3","Post discharge",153,121660,1.25760315633733
"Enterobacter cloacae","2021 Q4","Community-onset",387,114060,3.3929510783798
"Enterobacter cloacae","2021 Q4","Hospital-onset",187,114060,1.63948798877784
"Enterobacter cloacae","2021 Q4","Post discharge",121,114060,1.06084516920919
"Enterobacter cloacae","2022 Q1","Community-onset",329,110418,2.97958666159503
"Enterobacter cloacae","2022 Q1","Hospital-onset",134,110418,1.21357025122715
"Enterobacter cloacae","2022 Q1","Post discharge",94,110418,0.851310474741437
"Enterococcus faecalis","2007 Q1","Community-onset",953,127336,7.48413645787523
"Enterococcus faecalis","2007 Q1","Hospital-onset",500,127336,3.92661933781491
"Enterococcus faecalis","2007 Q1","Post discharge",246,127336,1.93189671420494
"Enterococcus faecalis","2007 Q2","Community-onset",927,127771,7.25516744801246
"Enterococcus faecalis","2007 Q2","Hospital-onset",667,127771,5.22027690164435
"Enterococcus faecalis","2007 Q2","Post discharge",356,127771,2.78623474810403
"Enterococcus faecalis","2007 Q3","Community-onset",985,127765,7.7094665988338
"Enterococcus faecalis","2007 Q3","Hospital-onset",694,127765,5.43184753257934
"Enterococcus faecalis","2007 Q3","Post discharge",343,127765,2.68461628771573
"Enterococcus faecalis","2007 Q4","Community-onset",1028,125063,8.21985719197524
"Enterococcus faecalis","2007 Q4","Hospital-onset",665,125063,5.31732007068438
"Enterococcus faecalis","2007 Q4","Post discharge",357,125063,2.85456130110424
"Enterococcus faecalis","2008 Q1","Community-onset",1099,131960,8.32828129736284
"Enterococcus faecalis","2008 Q1","Hospital-onset",669,131960,5.06971809639285
"Enterococcus faecalis","2008 Q1","Post discharge",389,131960,2.94786298878448
"Enterococcus faecalis","2008 Q2","Community-onset",1105,132154,8.36145708794285
"Enterococcus faecalis","2008 Q2","Hospital-onset",652,132154,4.93363802836085
"Enterococcus faecalis","2008 Q2","Post discharge",397,132154,3.00407100806635
"Enterococcus faecalis","2008 Q3","Community-onset",1138,131853,8.63082372035524
"Enterococcus faecalis","2008 Q3","Hospital-onset",703,131853,5.33169514535126
"Enterococcus faecalis","2008 Q3","Post discharge",391,131853,2.96542361569323
"Enterococcus faecalis","2008 Q4","Community-onset",1147,127920,8.96654158849281
"Enterococcus faecalis","2008 Q4","Hospital-onset",650,127920,5.08130081300813
"Enterococcus faecalis","2008 Q4","Post discharge",422,127920,3.2989368355222
"Enterococcus faecalis","2009 Q1","Community-onset",1155,134338,8.59771620836993
"Enterococcus faecalis","2009 Q1","Hospital-onset",669,134338,4.97997588173116
"Enterococcus faecalis","2009 Q1","Post discharge",444,134338,3.30509610087987
"Enterococcus faecalis","2009 Q2","Community-onset",1228,138175,8.88728062239913
"Enterococcus faecalis","2009 Q2","Hospital-onset",629,138175,4.55219829925819
"Enterococcus faecalis","2009 Q2","Post discharge",445,138175,3.2205536457391
"Enterococcus faecalis","2009 Q3","Community-onset",1261,138183,9.12557984701447
"Enterococcus faecalis","2009 Q3","Hospital-onset",660,138183,4.7762749397538
"Enterococcus faecalis","2009 Q3","Post discharge",418,138183,3.02497412851074
"Enterococcus faecalis","2009 Q4","Community-onset",1180,132778,8.88701441503864
"Enterococcus faecalis","2009 Q4","Hospital-onset",702,132778,5.28702044013315
"Enterococcus faecalis","2009 Q4","Post discharge",446,132778,3.35899019415867
"Enterococcus faecalis","2010 Q1","Community-onset",1307,138694,9.42362322811369
"Enterococcus faecalis","2010 Q1","Hospital-onset",658,138694,4.74425714162112
"Enterococcus faecalis","2010 Q1","Post discharge",418,138694,3.01382900485962
"Enterococcus faecalis","2010 Q2","Community-onset",1310,141169,9.27965771522076
"Enterococcus faecalis","2010 Q2","Hospital-onset",643,141169,4.55482435945569
"Enterococcus faecalis","2010 Q2","Post discharge",443,141169,3.13808272354412
"Enterococcus faecalis","2010 Q3","Community-onset",1305,140257,9.30434844606686
"Enterococcus faecalis","2010 Q3","Hospital-onset",630,140257,4.49175442223918
"Enterococcus faecalis","2010 Q3","Post discharge",452,140257,3.2226555537335
"Enterococcus faecalis","2010 Q4","Community-onset",1239,134637,9.20252233784175
"Enterococcus faecalis","2010 Q4","Hospital-onset",657,134637,4.87978787406136
"Enterococcus faecalis","2010 Q4","Post discharge",401,134637,2.97837890030229
"Enterococcus faecalis","2011 Q1","Community-onset",1216,139539,8.71440959158372
"Enterococcus faecalis","2011 Q1","Hospital-onset",609,139539,4.36437125104809
"Enterococcus faecalis","2011 Q1","Post discharge",411,139539,2.94541311031325
"Enterococcus faecalis","2011 Q2","Community-onset",1261,141372,8.9197295079648
"Enterococcus faecalis","2011 Q2","Hospital-onset",585,141372,4.1380188439012
"Enterococcus faecalis","2011 Q2","Post discharge",417,141372,2.9496647143706
"Enterococcus faecalis","2011 Q3","Community-onset",1364,139364,9.78731953732671
"Enterococcus faecalis","2011 Q3","Hospital-onset",588,139364,4.21916707327574
"Enterococcus faecalis","2011 Q3","Post discharge",404,139364,2.89888349932551
"Enterococcus faecalis","2011 Q4","Community-onset",1297,135771,9.55285001951816
"Enterococcus faecalis","2011 Q4","Hospital-onset",587,135771,4.32345640821678
"Enterococcus faecalis","2011 Q4","Post discharge",420,135771,3.09344410809378
"Enterococcus faecalis","2012 Q1","Community-onset",1325,140774,9.41224942105787
"Enterococcus faecalis","2012 Q1","Hospital-onset",603,140774,4.28346143463992
"Enterococcus faecalis","2012 Q1","Post discharge",433,140774,3.07585207495702
"Enterococcus faecalis","2012 Q2","Community-onset",1326,140781,9.41888465062757
"Enterococcus faecalis","2012 Q2","Hospital-onset",592,140781,4.20511290586088
"Enterococcus faecalis","2012 Q2","Post discharge",434,140781,3.08280236679666
"Enterococcus faecalis","2012 Q3","Community-onset",1288,138247,9.31665786599348
"Enterococcus faecalis","2012 Q3","Hospital-onset",630,138247,4.5570609127142
"Enterococcus faecalis","2012 Q3","Post discharge",490,138247,3.54438070988882
"Enterococcus faecalis","2012 Q4","Community-onset",1314,133753,9.82407871225318
"Enterococcus faecalis","2012 Q4","Hospital-onset",556,133753,4.15691610655462
"Enterococcus faecalis","2012 Q4","Post discharge",413,133753,3.08778120864579
"Enterococcus faecalis","2013 Q1","Community-onset",1259,136643,9.21379068082522
"Enterococcus faecalis","2013 Q1","Hospital-onset",553,136643,4.04704229268971
"Enterococcus faecalis","2013 Q1","Post discharge",402,136643,2.94197287823013
"Enterococcus faecalis","2013 Q2","Community-onset",1248,138223,9.02888810111197
"Enterococcus faecalis","2013 Q2","Hospital-onset",550,138223,3.97907728815031
"Enterococcus faecalis","2013 Q2","Post discharge",422,138223,3.05303748290805
"Enterococcus faecalis","2013 Q3","Community-onset",1317,137496,9.57846046430442
"Enterococcus faecalis","2013 Q3","Hospital-onset",477,137496,3.46919183103508
"Enterococcus faecalis","2013 Q3","Post discharge",415,137496,3.01826962238902
"Enterococcus faecalis","2013 Q4","Community-onset",1220,134299,9.08420762626676
"Enterococcus faecalis","2013 Q4","Hospital-onset",519,134299,3.86451127707578
"Enterococcus faecalis","2013 Q4","Post discharge",433,134299,3.22414910014222
"Enterococcus faecalis","2014 Q1","Community-onset",1230,136466,9.01323406562807
"Enterococcus faecalis","2014 Q1","Hospital-onset",528,136466,3.86909559890376
"Enterococcus faecalis","2014 Q1","Post discharge",407,136466,2.98242785748831
"Enterococcus faecalis","2014 Q2","Community-onset",1358,141215,9.61654215203767
"Enterococcus faecalis","2014 Q2","Hospital-onset",524,141215,3.71065396735474
"Enterococcus faecalis","2014 Q2","Post discharge",461,141215,3.26452572318805
"Enterococcus faecalis","2014 Q3","Community-onset",1314,139658,9.40869839178565
"Enterococcus faecalis","2014 Q3","Hospital-onset",489,139658,3.50141058872388
"Enterococcus faecalis","2014 Q3","Post discharge",456,139658,3.26511907660141
"Enterococcus faecalis","2014 Q4","Community-onset",1265,134458,9.40814231953472
"Enterococcus faecalis","2014 Q4","Hospital-onset",486,134458,3.61451159469872
"Enterococcus faecalis","2014 Q4","Post discharge",437,134458,3.25008552856654
"Enterococcus faecalis","2015 Q1","Community-onset",1203,135886,8.85300914001442
"Enterococcus faecalis","2015 Q1","Hospital-onset",538,135886,3.95920109503554
"Enterococcus faecalis","2015 Q1","Post discharge",432,135886,3.17913545177575
"Enterococcus faecalis","2015 Q2","Community-onset",1264,138705,9.1128654338344
"Enterococcus faecalis","2015 Q2","Hospital-onset",457,138705,3.29476226523918
"Enterococcus faecalis","2015 Q2","Post discharge",467,138705,3.36685771962078
"Enterococcus faecalis","2015 Q3","Community-onset",1296,137203,9.44585759786594
"Enterococcus faecalis","2015 Q3","Hospital-onset",491,137203,3.57863895104334
"Enterococcus faecalis","2015 Q3","Post discharge",436,137203,3.17777308076354
"Enterococcus faecalis","2015 Q4","Community-onset",1280,132219,9.68090819019959
"Enterococcus faecalis","2015 Q4","Hospital-onset",482,132219,3.64546699037203
"Enterococcus faecalis","2015 Q4","Post discharge",439,132219,3.32024898085752
"Enterococcus faecalis","2016 Q1","Community-onset",1259,138117,9.11546008094586
"Enterococcus faecalis","2016 Q1","Hospital-onset",450,138117,3.2581072568909
"Enterococcus faecalis","2016 Q1","Post discharge",410,138117,2.96849772294504
"Enterococcus faecalis","2016 Q2","Community-onset",1335,137059,9.74033080644102
"Enterococcus faecalis","2016 Q2","Hospital-onset",458,137059,3.34162659876404
"Enterococcus faecalis","2016 Q2","Post discharge",409,137059,2.98411632946395
"Enterococcus faecalis","2016 Q3","Community-onset",1315,135157,9.72942577890897
"Enterococcus faecalis","2016 Q3","Hospital-onset",462,135157,3.41824692764711
"Enterococcus faecalis","2016 Q3","Post discharge",454,135157,3.35905650465755
"Enterococcus faecalis","2016 Q4","Community-onset",1235,130683,9.45034931858008
"Enterococcus faecalis","2016 Q4","Hospital-onset",433,130683,3.31336134003658
"Enterococcus faecalis","2016 Q4","Post discharge",452,130683,3.45875132955319
"Enterococcus faecalis","2017 Q1","Community-onset",1277,136477,9.35688797379778
"Enterococcus faecalis","2017 Q1","Hospital-onset",418,136477,3.06278713629403
"Enterococcus faecalis","2017 Q1","Post discharge",436,136477,3.19467749144545
"Enterococcus faecalis","2017 Q2","Community-onset",1279,136124,9.39584496488496
"Enterococcus faecalis","2017 Q2","Hospital-onset",373,136124,2.74014868796098
"Enterococcus faecalis","2017 Q2","Post discharge",469,136124,3.44538802856219
"Enterococcus faecalis","2017 Q3","Community-onset",1250,133818,9.34104530033329
"Enterococcus faecalis","2017 Q3","Hospital-onset",435,133818,3.25068376451598
"Enterococcus faecalis","2017 Q3","Post discharge",445,133818,3.32541212691865
"Enterococcus faecalis","2017 Q4","Community-onset",1296,132108,9.81015532745935
"Enterococcus faecalis","2017 Q4","Hospital-onset",401,132108,3.03539528264753
"Enterococcus faecalis","2017 Q4","Post discharge",399,132108,3.02025615405577
"Enterococcus faecalis","2018 Q1","Community-onset",1309,136697,9.57592339261286
"Enterococcus faecalis","2018 Q1","Hospital-onset",376,136697,2.75060901117069
"Enterococcus faecalis","2018 Q1","Post discharge",444,136697,3.24805957702071
"Enterococcus faecalis","2018 Q2","Community-onset",1361,136870,9.94374223715935
"Enterococcus faecalis","2018 Q2","Hospital-onset",369,136870,2.69598889457149
"Enterococcus faecalis","2018 Q2","Post discharge",405,136870,2.95901220135895
"Enterococcus faecalis","2018 Q3","Community-onset",1314,133799,9.82070120105531
"Enterococcus faecalis","2018 Q3","Hospital-onset",397,133799,2.96713727307379
"Enterococcus faecalis","2018 Q3","Post discharge",464,133799,3.46788839976383
"Enterococcus faecalis","2018 Q4","Community-onset",1293,131059,9.86578563852921
"Enterococcus faecalis","2018 Q4","Hospital-onset",399,131059,3.04443037105426
"Enterococcus faecalis","2018 Q4","Post discharge",440,131059,3.35726657459617
"Enterococcus faecalis","2019 Q1","Community-onset",1314,134984,9.73448705031707
"Enterococcus faecalis","2019 Q1","Hospital-onset",370,134984,2.74106560777574
"Enterococcus faecalis","2019 Q1","Post discharge",427,134984,3.16333787708173
"Enterococcus faecalis","2019 Q2","Community-onset",1303,136761,9.52756999436974
"Enterococcus faecalis","2019 Q2","Hospital-onset",399,136761,2.91749840963433
"Enterococcus faecalis","2019 Q2","Post discharge",486,136761,3.55364467940422
"Enterococcus faecalis","2019 Q3","Community-onset",1318,133801,9.85044954820965
"Enterococcus faecalis","2019 Q3","Hospital-onset",419,133801,3.13151620690428
"Enterococcus faecalis","2019 Q3","Post discharge",452,133801,3.37815113489436
"Enterococcus faecalis","2019 Q4","Community-onset",1323,129551,10.2121944253614
"Enterococcus faecalis","2019 Q4","Hospital-onset",417,129551,3.21880958078286
"Enterococcus faecalis","2019 Q4","Post discharge",435,129551,3.35775100153607
"Enterococcus faecalis","2020 Q1","Community-onset",1227,124192,9.87986343725844
"Enterococcus faecalis","2020 Q1","Hospital-onset",420,124192,3.38186034527184
"Enterococcus faecalis","2020 Q1","Post discharge",436,124192,3.51069312032981
"Enterococcus faecalis","2020 Q2","Community-onset",1247,93235,13.3748055987558
"Enterococcus faecalis","2020 Q2","Hospital-onset",419,93235,4.49402048586904
"Enterococcus faecalis","2020 Q2","Post discharge",262,93235,2.81010350190379
"Enterococcus faecalis","2020 Q3","Community-onset",1352,113339,11.9288153239397
"Enterococcus faecalis","2020 Q3","Hospital-onset",507,113339,4.47330574647738
"Enterococcus faecalis","2020 Q3","Post discharge",337,113339,2.97338074272757
"Enterococcus faecalis","2020 Q4","Community-onset",1237,113705,10.8790290664439
"Enterococcus faecalis","2020 Q4","Hospital-onset",563,113705,4.95140934875335
"Enterococcus faecalis","2020 Q4","Post discharge",346,113705,3.04296205092124
"Enterococcus faecalis","2021 Q1","Community-onset",1309,112708,11.6140824076374
"Enterococcus faecalis","2021 Q1","Hospital-onset",617,112708,5.47432302942116
"Enterococcus faecalis","2021 Q1","Post discharge",338,112708,2.99889981190333
"Enterococcus faecalis","2021 Q2","Community-onset",1347,122643,10.9830972823561
"Enterococcus faecalis","2021 Q2","Hospital-onset",525,122643,4.28071720359091
"Enterococcus faecalis","2021 Q2","Post discharge",417,122643,3.40011252170935
"Enterococcus faecalis","2021 Q3","Community-onset",1310,121660,10.7677132993589
"Enterococcus faecalis","2021 Q3","Hospital-onset",513,121660,4.21666940654282
"Enterococcus faecalis","2021 Q3","Post discharge",433,121660,3.55909912871938
"Enterococcus faecalis","2021 Q4","Community-onset",1258,114060,11.0292828335964
"Enterococcus faecalis","2021 Q4","Hospital-onset",491,114060,4.30475188497282
"Enterococcus faecalis","2021 Q4","Post discharge",378,114060,3.31404523934771
"Enterococcus faecalis","2022 Q1","Community-onset",1224,110418,11.085149160463
"Enterococcus faecalis","2022 Q1","Hospital-onset",531,110418,4.80899853284791
"Enterococcus faecalis","2022 Q1","Post discharge",362,110418,3.27845097719575
"Enterococcus faecium","2007 Q1","Community-onset",261,127336,2.04969529433939
"Enterococcus faecium","2007 Q1","Hospital-onset",458,127336,3.59678331343846
"Enterococcus faecium","2007 Q1","Post discharge",95,127336,0.746057674184834
"Enterococcus faecium","2007 Q2","Community-onset",259,127771,2.0270640442667
"Enterococcus faecium","2007 Q2","Hospital-onset",460,127771,3.60019096665127
"Enterococcus faecium","2007 Q2","Post discharge",148,127771,1.15832231100954
"Enterococcus faecium","2007 Q3","Community-onset",221,127765,1.72973819121043
"Enterococcus faecium","2007 Q3","Hospital-onset",422,127765,3.30293898955113
"Enterococcus faecium","2007 Q3","Post discharge",101,127765,0.790513833992095
"Enterococcus faecium","2007 Q4","Community-onset",247,125063,1.97500459768277
"Enterococcus faecium","2007 Q4","Hospital-onset",494,125063,3.95000919536554
"Enterococcus faecium","2007 Q4","Post discharge",119,125063,0.951520433701414
"Enterococcus faecium","2008 Q1","Community-onset",246,131960,1.86420127311306
"Enterococcus faecium","2008 Q1","Hospital-onset",560,131960,4.24371021521673
"Enterococcus faecium","2008 Q1","Post discharge",145,131960,1.0988178235829
"Enterococcus faecium","2008 Q2","Community-onset",288,132154,2.17927569350909
"Enterococcus faecium","2008 Q2","Hospital-onset",509,132154,3.85156711109766
"Enterococcus faecium","2008 Q2","Post discharge",134,132154,1.01396855184103
"Enterococcus faecium","2008 Q3","Community-onset",243,131853,1.84296147982981
"Enterococcus faecium","2008 Q3","Hospital-onset",452,131853,3.42806003655586
"Enterococcus faecium","2008 Q3","Post discharge",118,131853,0.894936027242459
"Enterococcus faecium","2008 Q4","Community-onset",294,127920,2.29831144465291
"Enterococcus faecium","2008 Q4","Hospital-onset",483,127920,3.77579737335835
"Enterococcus faecium","2008 Q4","Post discharge",117,127920,0.914634146341463
"Enterococcus faecium","2009 Q1","Community-onset",315,134338,2.3448316931918
"Enterococcus faecium","2009 Q1","Hospital-onset",538,134338,4.00482365376885
"Enterococcus faecium","2009 Q1","Post discharge",165,134338,1.22824517262428
"Enterococcus faecium","2009 Q2","Community-onset",330,138175,2.38827573728967
"Enterococcus faecium","2009 Q2","Hospital-onset",468,138175,3.38700922742898
"Enterococcus faecium","2009 Q2","Post discharge",140,138175,1.01320788854713
"Enterococcus faecium","2009 Q3","Community-onset",290,138183,2.09866626140697
"Enterococcus faecium","2009 Q3","Hospital-onset",405,138183,2.93089598575802
"Enterococcus faecium","2009 Q3","Post discharge",157,138183,1.13617449324447
"Enterococcus faecium","2009 Q4","Community-onset",261,132778,1.96568708671617
"Enterococcus faecium","2009 Q4","Hospital-onset",467,132778,3.51714892527377
"Enterococcus faecium","2009 Q4","Post discharge",140,132778,1.0543915407673
"Enterococcus faecium","2010 Q1","Community-onset",303,138694,2.1846655226614
"Enterococcus faecium","2010 Q1","Hospital-onset",477,138694,3.43922592181349
"Enterococcus faecium","2010 Q1","Post discharge",150,138694,1.08151758547594
"Enterococcus faecium","2010 Q2","Community-onset",338,141169,2.39429336469055
"Enterococcus faecium","2010 Q2","Hospital-onset",419,141169,2.96807372723473
"Enterococcus faecium","2010 Q2","Post discharge",157,141169,1.11214218419058
"Enterococcus faecium","2010 Q3","Community-onset",276,140257,1.96781622307621
"Enterococcus faecium","2010 Q3","Hospital-onset",399,140257,2.84477780075148
"Enterococcus faecium","2010 Q3","Post discharge",123,140257,0.876961577675268
"Enterococcus faecium","2010 Q4","Community-onset",281,134637,2.08709344385273
"Enterococcus faecium","2010 Q4","Hospital-onset",411,134637,3.05265268833976
"Enterococcus faecium","2010 Q4","Post discharge",138,134637,1.024978274917
"Enterococcus faecium","2011 Q1","Community-onset",310,139539,2.22160112943335
"Enterococcus faecium","2011 Q1","Hospital-onset",500,139539,3.5832276281183
"Enterococcus faecium","2011 Q1","Post discharge",162,139539,1.16096575151033
"Enterococcus faecium","2011 Q2","Community-onset",345,141372,2.44037008742891
"Enterococcus faecium","2011 Q2","Hospital-onset",416,141372,2.9425911778853
"Enterococcus faecium","2011 Q2","Post discharge",141,141372,0.997368644427468
"Enterococcus faecium","2011 Q3","Community-onset",314,139364,2.25309262076289
"Enterococcus faecium","2011 Q3","Hospital-onset",407,139364,2.92040986194426
"Enterococcus faecium","2011 Q3","Post discharge",131,139364,0.939984501018915
"Enterococcus faecium","2011 Q4","Community-onset",309,135771,2.27589102238328
"Enterococcus faecium","2011 Q4","Hospital-onset",411,135771,3.02715602006319
"Enterococcus faecium","2011 Q4","Post discharge",129,135771,0.95012926177166
"Enterococcus faecium","2012 Q1","Community-onset",301,140774,2.1381789250856
"Enterococcus faecium","2012 Q1","Hospital-onset",449,140774,3.18950942645659
"Enterococcus faecium","2012 Q1","Post discharge",135,140774,0.958983903277594
"Enterococcus faecium","2012 Q2","Community-onset",336,140781,2.38668570332644
"Enterococcus faecium","2012 Q2","Hospital-onset",405,140781,2.87680866025955
"Enterococcus faecium","2012 Q2","Post discharge",140,140781,0.994452376386018
"Enterococcus faecium","2012 Q3","Community-onset",268,138247,1.93855924540858
"Enterococcus faecium","2012 Q3","Hospital-onset",368,138247,2.66190224742671
"Enterococcus faecium","2012 Q3","Post discharge",111,138247,0.802910732240121
"Enterococcus faecium","2012 Q4","Community-onset",275,133753,2.05602864982468
"Enterococcus faecium","2012 Q4","Hospital-onset",383,133753,2.86348717411946
"Enterococcus faecium","2012 Q4","Post discharge",124,133753,0.927082009375491
"Enterococcus faecium","2013 Q1","Community-onset",302,136643,2.21013882891915
"Enterococcus faecium","2013 Q1","Hospital-onset",390,136643,2.85415279231281
"Enterococcus faecium","2013 Q1","Post discharge",138,136643,1.00993098804915
"Enterococcus faecium","2013 Q2","Community-onset",294,138223,2.1269976776658
"Enterococcus faecium","2013 Q2","Hospital-onset",340,138223,2.45979323267474
"Enterococcus faecium","2013 Q2","Post discharge",141,138223,1.02009072296217
"Enterococcus faecium","2013 Q3","Community-onset",235,137496,1.70914062954559
"Enterococcus faecium","2013 Q3","Hospital-onset",286,137496,2.08006051085122
"Enterococcus faecium","2013 Q3","Post discharge",107,137496,0.778204456856927
"Enterococcus faecium","2013 Q4","Community-onset",220,134299,1.63813580145794
"Enterococcus faecium","2013 Q4","Hospital-onset",273,134299,2.03277760817281
"Enterococcus faecium","2013 Q4","Post discharge",100,134299,0.744607182480882
"Enterococcus faecium","2014 Q1","Community-onset",255,136466,1.86859730628875
"Enterococcus faecium","2014 Q1","Hospital-onset",293,136466,2.14705494408864
"Enterococcus faecium","2014 Q1","Post discharge",115,136466,0.842700745973356
"Enterococcus faecium","2014 Q2","Community-onset",259,141215,1.8340827815742
"Enterococcus faecium","2014 Q2","Hospital-onset",247,141215,1.74910597316149
"Enterococcus faecium","2014 Q2","Post discharge",118,141215,0.835605282724923
"Enterococcus faecium","2014 Q3","Community-onset",217,139658,1.55379570092655
"Enterococcus faecium","2014 Q3","Hospital-onset",237,139658,1.69700267797047
"Enterococcus faecium","2014 Q3","Post discharge",99,139658,0.708874536367412
"Enterococcus faecium","2014 Q4","Community-onset",233,134458,1.73288313079177
"Enterococcus faecium","2014 Q4","Hospital-onset",249,134458,1.85187939728391
"Enterococcus faecium","2014 Q4","Post discharge",87,134458,0.647042199051005
"Enterococcus faecium","2015 Q1","Community-onset",258,135886,1.89865033925496
"Enterococcus faecium","2015 Q1","Hospital-onset",251,135886,1.84713657036045
"Enterococcus faecium","2015 Q1","Post discharge",107,135886,0.787424753101865
"Enterococcus faecium","2015 Q2","Community-onset",263,138705,1.89611045023611
"Enterococcus faecium","2015 Q2","Hospital-onset",231,138705,1.66540499621499
"Enterococcus faecium","2015 Q2","Post discharge",99,138705,0.713744998377852
"Enterococcus faecium","2015 Q3","Community-onset",227,137203,1.65448277370028
"Enterococcus faecium","2015 Q3","Hospital-onset",206,137203,1.50142489595709
"Enterococcus faecium","2015 Q3","Post discharge",90,137203,0.655962333185134
"Enterococcus faecium","2015 Q4","Community-onset",189,132219,1.42944659995916
"Enterococcus faecium","2015 Q4","Hospital-onset",173,132219,1.30843524758166
"Enterococcus faecium","2015 Q4","Post discharge",86,132219,0.650436019029035
"Enterococcus faecium","2016 Q1","Community-onset",215,138117,1.55665124495898
"Enterococcus faecium","2016 Q1","Hospital-onset",199,138117,1.44080743138064
"Enterococcus faecium","2016 Q1","Post discharge",75,138117,0.543017876148483
"Enterococcus faecium","2016 Q2","Community-onset",187,137059,1.36437592569623
"Enterococcus faecium","2016 Q2","Hospital-onset",185,137059,1.34978366980643
"Enterococcus faecium","2016 Q2","Post discharge",95,137059,0.693132154765466
"Enterococcus faecium","2016 Q3","Community-onset",223,135157,1.64993304083399
"Enterococcus faecium","2016 Q3","Hospital-onset",154,135157,1.13941564254904
"Enterococcus faecium","2016 Q3","Post discharge",76,135157,0.562309018400823
"Enterococcus faecium","2016 Q4","Community-onset",199,130683,1.52276883756877
"Enterococcus faecium","2016 Q4","Hospital-onset",160,130683,1.22433675382414
"Enterococcus faecium","2016 Q4","Post discharge",80,130683,0.61216837691207
"Enterococcus faecium","2017 Q1","Community-onset",202,136477,1.48010287447702
"Enterococcus faecium","2017 Q1","Hospital-onset",172,136477,1.26028561589132
"Enterococcus faecium","2017 Q1","Post discharge",90,136477,0.659451775757087
"Enterococcus faecium","2017 Q2","Community-onset",185,136124,1.35905497928359
"Enterococcus faecium","2017 Q2","Hospital-onset",179,136124,1.31497752049602
"Enterococcus faecium","2017 Q2","Post discharge",90,136124,0.661161881813641
"Enterococcus faecium","2017 Q3","Community-onset",179,133818,1.33763768700773
"Enterococcus faecium","2017 Q3","Hospital-onset",140,133818,1.04619707363733
"Enterococcus faecium","2017 Q3","Post discharge",67,133818,0.500680028097864
"Enterococcus faecium","2017 Q4","Community-onset",193,132108,1.46092590910467
"Enterococcus faecium","2017 Q4","Hospital-onset",171,132108,1.29439549459533
"Enterococcus faecium","2017 Q4","Post discharge",78,132108,0.590426015078572
"Enterococcus faecium","2018 Q1","Community-onset",181,136697,1.32409635910079
"Enterococcus faecium","2018 Q1","Hospital-onset",163,136697,1.19241826814049
"Enterococcus faecium","2018 Q1","Post discharge",82,136697,0.59986685881914
"Enterococcus faecium","2018 Q2","Community-onset",181,136870,1.32242273690363
"Enterococcus faecium","2018 Q2","Hospital-onset",135,136870,0.986337400452985
"Enterococcus faecium","2018 Q2","Post discharge",73,136870,0.533352816541244
"Enterococcus faecium","2018 Q3","Community-onset",167,133799,1.24814086801845
"Enterococcus faecium","2018 Q3","Hospital-onset",138,133799,1.03139784303321
"Enterococcus faecium","2018 Q3","Post discharge",73,133799,0.54559451116974
"Enterococcus faecium","2018 Q4","Community-onset",187,131059,1.42683829420337
"Enterococcus faecium","2018 Q4","Hospital-onset",115,131059,0.877467400178546
"Enterococcus faecium","2018 Q4","Post discharge",53,131059,0.404398019212721
"Enterococcus faecium","2019 Q1","Community-onset",181,134984,1.34089966218218
"Enterococcus faecium","2019 Q1","Hospital-onset",140,134984,1.03715995969893
"Enterococcus faecium","2019 Q1","Post discharge",66,134984,0.48894683814378
"Enterococcus faecium","2019 Q2","Community-onset",160,136761,1.16992417428945
"Enterococcus faecium","2019 Q2","Hospital-onset",109,136761,0.79701084373469
"Enterococcus faecium","2019 Q2","Post discharge",75,136761,0.548401956698181
"Enterococcus faecium","2019 Q3","Community-onset",130,133801,0.971592140566961
"Enterococcus faecium","2019 Q3","Hospital-onset",139,133801,1.03885621183698
"Enterococcus faecium","2019 Q3","Post discharge",57,133801,0.426005784710129
"Enterococcus faecium","2019 Q4","Community-onset",156,129551,1.20415897986121
"Enterococcus faecium","2019 Q4","Hospital-onset",114,129551,0.87996233143704
"Enterococcus faecium","2019 Q4","Post discharge",44,129551,0.339634584063419
"Enterococcus faecium","2020 Q1","Community-onset",166,124192,1.33664004122649
"Enterococcus faecium","2020 Q1","Hospital-onset",144,124192,1.15949497552177
"Enterococcus faecium","2020 Q1","Post discharge",57,124192,0.458966761144035
"Enterococcus faecium","2020 Q2","Community-onset",116,93235,1.24416796267496
"Enterococcus faecium","2020 Q2","Hospital-onset",132,93235,1.41577733683702
"Enterococcus faecium","2020 Q2","Post discharge",44,93235,0.471925778945675
"Enterococcus faecium","2020 Q3","Community-onset",121,113339,1.06759367913957
"Enterococcus faecium","2020 Q3","Hospital-onset",121,113339,1.06759367913957
"Enterococcus faecium","2020 Q3","Post discharge",39,113339,0.344100442036722
"Enterococcus faecium","2020 Q4","Community-onset",133,113705,1.16969350512291
"Enterococcus faecium","2020 Q4","Hospital-onset",129,113705,1.13451475308913
"Enterococcus faecium","2020 Q4","Post discharge",45,113705,0.395760960379931
"Enterococcus faecium","2021 Q1","Community-onset",163,112708,1.44621499804805
"Enterococcus faecium","2021 Q1","Hospital-onset",154,112708,1.36636263619264
